log_price,city,zipcode,latitude,longitude
4.4188406077965965,LA,90292,33.980454397275096,-118.46282073746792
4.787491742782046,LA,90015,34.0467374142499,-118.2604389157384
3.58351893845611,LA,91748,33.99256298219745,-117.89599660615322
5.010635294096256,LA,90254,33.87586235932281,-118.4032926485112
4.248495242049359,LA,90277,33.81322842362806,-118.3894336462262
4.955827057601262,LA,90804,33.778526474548066,-118.14592576139098
4.382026634673881,LA,91401,34.16579488038571,-118.44446201340568
4.90527477843843,LA,90015,34.047002512589714,-118.2673519357346
4.007333185232471,LA,91401,34.17536014179967,-118.4309043159636
4.553876891600541,LA,,34.100686487326065,-118.3642035832992
5.1929568508902095,LA,90028,34.05158404571294,-118.24292308604038
3.828641396489095,LA,90036,34.064076563038896,-118.34591018983603
5.220355825078324,LA,90291,33.99750601746201,-118.47203289563706
4.48863636973214,LA,90046,34.086337778005465,-118.364778260127
4.356708826689592,LA,90026,34.086308571477765,-118.27122668161104
4.787491742782046,LA,90068,34.107802780014374,-118.32006752783188
4.31748811353631,LA,90057,34.05542344272837,-118.27520440447366
4.997212273764115,LA,90046,34.10259785533896,-118.35677570403048
5.783825182329737,LA,90292,33.97570796819605,-118.44959622477272
4.8283137373023015,LA,91403,34.156490921446604,-118.45651757124588
5.857933154483459,LA,90291,34.00181462821806,-118.4519074165356
4.382026634673881,LA,91106,34.12973622678146,-118.1458610253142
4.4998096703302615,LA,90027,34.113148331638634,-118.28364439769476
4.691347882229144,LA,91601,34.16380400191921,-118.37602933967572
4.7791234931115305,LA,90028,34.100843664981724,-118.31331463281752
4.4998096703302615,LA,90027,34.10478507170547,-118.30418876781198
4.605170185988092,LA,91201,34.16778108631532,-118.28212118707825
5.010635294096256,LA,90036,34.07979251580814,-118.34595060013731
5.1647859739235145,LA,90013,34.045035079328144,-118.2512598173086
3.80666248977032,LA,91016,34.14714093762547,-118.02110274563586
5.087596335232384,LA,91501,34.18104334180944,-118.3045587889348
3.871201010907892,LA,90230,33.98029790327221,-118.38652291618816
5.5606816310155285,LA,90039,34.1076262800478,-118.26701595663717
4.605170185988092,LA,90027,34.114519367871964,-118.28071461542604
4.007333185232471,LA,91604,34.15032310986388,-118.4102220001654
6.171700597410915,LA,90026,34.07615877480637,-118.26710458839445
6.551080335043403,LA,90036,34.06179104696712,-118.3598091017302
3.80666248977032,LA,90028,34.105402018334395,-118.32101752072356
4.060443010546419,LA,91748,33.96985507649988,-117.8880915630626
5.634789603169249,LA,90042,34.1240862627584,-118.20176025873282
5.937536205082426,LA,91604,34.143100780410144,-118.36353393334817
5.068904202220232,LA,91106,34.133740200081924,-118.13155697885765
5.298317366548036,LA,91208,34.18916141583256,-118.22443175985022
4.382026634673881,LA,91107,34.145254767367504,-118.09440404638568
3.4011973816621555,LA,91406,34.1942471029391,-118.46784806977442
5.6167710976665735,LA,90292,33.9793662806098,-118.43769602803872
4.8283137373023015,LA,90026,34.08721618914821,-118.2586460766859
4.48863636973214,LA,90004,34.077038875764195,-118.31541324329903
6.214608098422191,LA,90292,33.96717995756017,-118.45797160851956
4.605170185988092,LA,91401,34.180116224011684,-118.42351801147038
4.605170185988092,LA,91205,34.13849471421065,-118.2499699075757
5.48063892334199,LA,90028,34.09893134799168,-118.32063590546026
4.219507705176107,LA,90019,34.05218150610843,-118.34378739719044
4.31748811353631,LA,91423,34.16582959293647,-118.42217724232324
4.976733742420574,LA,90013,34.04770659309944,-118.25090797635325
4.59511985013459,LA,91106,34.13494883493197,-118.14626121327755
3.80666248977032,LA,91748,33.97880100675698,-117.89737996490032
4.691347882229144,LA,91748,33.98994161605986,-117.90166602071304
4.74493212836325,LA,90004,34.07642087295773,-118.28460970018446
3.555348061489413,LA,91803,34.07449269541281,-118.12790026312553
5.272999558563747,LA,91423,34.15804479825278,-118.43231116795654
4.584967478670572,LA,90004,34.077132691029504,-118.31328032880864
4.189654742026425,LA,90064,34.03576779964735,-118.4313963287562
4.605170185988092,LA,90292,33.9825690027028,-118.45621739715
5.087596335232384,LA,90024,34.059208896135175,-118.44281609763216
5.991464547107983,LA,90265,34.03546963198376,-118.69780064093244
5.010635294096256,LA,90026,34.090794475449336,-118.2487132144294
3.912023005428147,LA,90046,34.09213077110056,-118.35514131553045
4.4067192472642525,LA,90019,34.048230273778984,-118.35569021071171
4.174387269895637,LA,91605,34.21215398208388,-118.40382373376184
6.131226489483143,LA,90265,34.06128041311921,-118.74168893221376
3.3672958299864737,LA,91331,34.27455564552706,-118.406968658072
4.8283137373023015,LA,91384,34.450592598629065,-118.67602554579793
4.174387269895637,LA,90405,34.015184665417245,-118.4664090929373
4.553876891600541,LA,91601,34.176705498737114,-118.3757890192134
5.521460917862246,LA,90265,34.017454061939496,-118.81810287674944
5.991464547107983,LA,90717,33.786698095887964,-118.31367743404978
4.4188406077965965,LA,90019,34.03990931474068,-118.32395118084544
3.828641396489095,LA,90024,34.06291633255905,-118.45208807352356
5.666426688112433,LA,90292,33.968667974696714,-118.45797639919395
3.912023005428147,LA,91505,34.210185434363844,-118.34931401737012
5.1647859739235145,LA,90012,34.06235401962737,-118.24481175225306
3.737669618283368,LA,90807,33.81493074571184,-118.1908710132645
4.31748811353631,LA,90068,34.11224295463385,-118.3167543430748
4.927253685157205,LA,91604,34.13748924366524,-118.36752551869968
4.382026634673881,LA,91107,34.167977747963576,-118.077344637359
3.871201010907892,LA,91606,34.19427305003781,-118.380012751147
4.5217885770490405,LA,90703,33.872121219316114,-118.03526855984242
5.220355825078324,LA,90065,34.10636416697336,-118.20981258197708
4.934473933130692,LA,90291,33.991633817618066,-118.47779796938345
5.337538079701318,LA,90015,34.04642538865088,-118.26172878364704
5.1929568508902095,LA,90291,33.99260560581077,-118.46305626221888
4.8283137373023015,LA,91604,34.137199135104,-118.38686672266024
3.912023005428147,LA,90012,34.047518211954134,-118.2342762967193
4.477336814478207,LA,90028,34.101839342111106,-118.34161662353478
4.634728988229637,LA,91607,34.15955916097564,-118.39442164161343
4.174387269895637,LA,90018,34.03400827255427,-118.30533888986342
4.248495242049359,LA,90291,33.99460541739987,-118.45007484536988
4.59511985013459,LA,90404,34.026484806200884,-118.48259838618104
5.736572297479192,LA,90292,33.98212718328471,-118.46342464434306
5.043425116919247,LA,90403,34.02578608150071,-118.49890160341504
5.1298987149230735,LA,90014,34.043256822900005,-118.2510176007093
4.859812404361672,LA,91601,34.16968340066565,-118.38743681126952
3.4011973816621555,LA,90028,34.10186058876681,-118.34402300482284
3.555348061489413,LA,90302,33.9709949543288,-118.34978831475678
5.1929568508902095,LA,90212,34.05932597510664,-118.4091125177026
4.787491742782046,LA,90028,34.10430366233388,-118.33419416212335
4.709530201312334,LA,90292,33.98626692449721,-118.44986851783092
4.691347882229144,LA,90025,34.050165723062854,-118.43643051786287
4.007333185232471,LA,90027,34.0996578610236,-118.30604065968978
4.543294782270004,LA,90038,34.09213818937151,-118.32234876131528
3.3672958299864737,LA,90247,33.90134225297001,-118.30229351983972
6.856461984594588,LA,90048,34.0775632378887,-118.3749552579472
5.075173815233828,LA,90038,34.092017891033265,-118.3232044991962
4.174387269895637,LA,91411,34.18491495852753,-118.4703823832124
4.0943445622221,LA,91040,34.248465321626625,-118.34767055850472
4.59511985013459,LA,90004,34.078313244231374,-118.297491387457
5.48063892334199,LA,90405,34.000219964280575,-118.47934331485372
4.248495242049359,LA,90028,34.10099631458217,-118.32857697806791
3.828641396489095,LA,91214,34.23948786466639,-118.26476023420383
3.6375861597263857,LA,91325,34.2373378051298,-118.53518391581758
3.555348061489413,LA,90024,34.05612943516413,-118.44236212051598
3.688879454113936,LA,90802,33.762939481244864,-118.18517791873836
5.081404364984463,LA,91602,34.148244854093434,-118.37008382608796
4.3694478524670215,LA,90731,33.722756742758456,-118.29255866535802
4.4998096703302615,LA,90069,34.08764132302495,-118.37676239044303
4.174387269895637,LA,91202,34.167781441331414,-118.27189945045444
4.605170185988092,LA,90291,33.98945166375593,-118.45208431080717
3.49650756146648,LA,91605,34.209187678878024,-118.3996882519491
4.442651256490317,LA,91406,34.18835339804176,-118.48451509593214
7.569411792450713,LA,,34.06834747348782,-118.37398108709394
4.442651256490317,LA,90068,34.11523359691165,-118.32486305678692
3.555348061489413,LA,91104,34.16814103285898,-118.14592791149884
3.8918202981106265,LA,90007,34.03519935503935,-118.2835304998576
4.59511985013459,LA,90029,34.08992855051047,-118.305652820739
4.31748811353631,LA,91601,34.16313783933129,-118.3752118432545
5.075173815233828,LA,90024,34.06326579745197,-118.4520072774024
4.934473933130692,LA,90042,34.11426206313204,-118.2095906602934
4.859812404361672,LA,90404,34.0269976931951,-118.4806866102248
4.59511985013459,LA,90028,34.100383719331205,-118.31794981911705
4.934473933130692,LA,90291,33.993489825718264,-118.46886569306687
5.700443573390688,LA,90272,34.04046255522627,-118.52980570534731
5.556828061699537,LA,90292,33.97832480224821,-118.4633210302323
5.666426688112433,LA,91741,34.150785625638015,-117.85376423169656
4.59511985013459,LA,90046,34.095708942699574,-118.34721536177622
5.272999558563747,LA,90039,34.10493861286746,-118.26745273424164
4.442651256490317,LA,90065,34.09977992976317,-118.22856712454254
4.59511985013459,LA,91604,34.14637989274812,-118.3808032619327
4.976733742420574,LA,90291,33.98174970020555,-118.46483699801544
4.584967478670572,LA,90404,34.02547125890293,-118.47576004364436
4.8283137373023015,LA,90019,34.04575814125481,-118.36365684194652
4.605170185988092,LA,90046,34.112581774270424,-118.36244746699111
5.0238805208462765,LA,90018,34.03088818077473,-118.32348667806832
4.8283137373023015,LA,91423,34.14946274873625,-118.44695855786225
5.043425116919247,LA,90016,34.04021271915836,-118.3405255642784
4.553876891600541,LA,90048,34.07131155351637,-118.36336072432128
5.416100402204419,LA,90077,34.08699287215887,-118.45927162045052
4.7791234931115305,LA,90291,33.98766286738912,-118.46772623155078
5.293304824724492,LA,90010,34.06257523300192,-118.29125034386225
4.59511985013459,LA,90048,34.077988472850784,-118.3651022782494
3.80666248977032,LA,90047,33.97456730946599,-118.3082228152767
3.4657359027997265,LA,90250,33.928870706470555,-118.3619711156862
4.143134726391533,LA,90277,33.83010974530414,-118.38368993609268
6.192362489474872,LA,90291,33.98025507325759,-118.46771848172408
4.976733742420574,LA,90232,34.015172468012466,-118.37579938015584
4.691347882229144,LA,90036,34.06427571260931,-118.34701822905863
4.248495242049359,LA,91745,33.990887010941044,-117.9361727443136
3.332204510175204,LA,90804,33.78169256933265,-118.14288794383216
4.48863636973214,LA,90046,34.085040422527264,-118.34788666913126
4.5217885770490405,LA,91604,34.15199729453538,-118.403745611528
3.80666248977032,LA,91335,34.20477126039823,-118.538213352275
4.941642422609304,LA,90046,34.08539350552584,-118.36747231566866
4.248495242049359,LA,91343,34.23213366949903,-118.49427373105364
3.912023005428147,LA,90007,34.03140726312107,-118.28784087707068
7.1308988302963465,LA,90015,34.04173719719327,-118.2645101783422
3.912023005428147,LA,91306,34.229460526315854,-118.5810313409056
3.912023005428147,LA,90291,33.989634520049705,-118.47539217802633
4.59511985013459,LA,90004,34.073592547321724,-118.312703690052
3.5263605246161616,LA,90505,33.81643441758459,-118.37268778919096
4.48863636973214,LA,90012,34.05743327457225,-118.25305365811028
